Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
662,Luis Frías,26,TOR,AL,-0.4,0,0,,21.60,4,0,1,0,0,0,3.1,8,8,8,1,3,0,5,0,0,1,22,21,6.77,3.300,21.6,2.7,8.1,13.5,1.67,,friaslu01
663,Lake Bachar,29,MIA,NL,0.1,0,1,.000,3.86,10,0,0,0,0,0,9.1,10,5,4,2,4,0,11,0,0,0,40,116,4.88,1.500,9.6,1.9,3.9,10.6,2.75,,bachala01
664,Casey Legumina,27,CIN,NL,-0.3,0,0,,8.68,6,0,6,0,0,0,9.1,15,11,9,2,2,0,7,1,0,0,47,52,5.42,1.821,14.5,1.9,1.9,6.8,3.50,,legumca01
665,Tyler Duffey,33,KCR,AL,0.0,1,0,1.000,5.00,9,0,0,0,0,0,9.0,7,5,5,0,8,0,10,1,0,0,42,85,3.94,1.667,7.0,0.0,8.0,10.0,1.25,,duffety01
666,Geoff Hartlieb,30,COL,NL,-0.4,0,0,,9.00,5,0,0,0,0,0,9.0,13,10,9,1,4,1,7,0,1,2,44,54,4.39,1.889,13.0,1.0,4.0,7.0,1.75,,hartlge01
667,Spencer Strider,25,ATL,NL,-0.1,0,0,,7.00,2,2,0,0,0,0,9.0,10,7,7,2,5,0,12,0,0,0,42,62,5.05,1.667,10.0,2.0,5.0,12.0,2.40,,stridsp01
668,Josh Winder,27,MIN,AL,0.1,0,0,,3.00,4,0,2,0,0,0,9.0,7,4,3,0,1,0,10,2,0,0,38,145,1.94,0.889,7.0,0.0,1.0,10.0,10.00,,windejo01
669,Wes Parsons,31,2TM,AL,0.0,0,0,,6.00,4,0,3,0,0,0,9.0,10,6,6,2,2,0,7,0,1,0,38,74,5.17,1.333,10.0,2.0,2.0,7.0,3.50,,parsowe01
669,Wes Parsons,31,TOR,AL,-0.2,0,0,,10.80,2,0,2,0,0,0,5.0,6,6,6,2,2,0,2,0,1,0,23,41,8.77,1.600,10.8,3.6,3.6,3.6,1.00,,parsowe01
669,Wes Parsons,31,CLE,AL,0.2,0,0,,0.00,2,0,1,0,0,0,4.0,4,0,0,0,0,0,5,0,0,0,15,,0.67,1.000,9.0,0.0,0.0,11.3,,,parsowe01
670,Matt Carasiti,32,COL,NL,-0.5,0,1,.000,10.38,7,0,1,0,0,0,8.2,16,10,10,2,3,0,7,1,0,0,43,47,5.94,2.192,16.6,2.1,3.1,7.3,2.33,,carasma01
671,Paolo Espino,37,TOR,AL,-0.3,0,1,.000,8.31,3,1,0,0,0,0,8.2,14,8,8,3,5,0,3,1,0,0,44,51,9.05,2.192,14.5,3.1,5.2,3.1,0.60,,espinpa01
672,Chase Shugart,27,BOS,AL,0.0,0,0,,4.15,6,0,4,0,0,1,8.2,8,4,4,1,3,0,8,0,0,0,36,104,3.86,1.269,8.3,1.0,3.1,8.3,2.67,,shugach01
673,Andrew Walters,23,CLE,AL,0.3,1,0,1.000,0.00,9,1,3,0,0,0,8.2,1,1,0,0,5,0,6,0,0,1,32,,3.51,0.692,1.0,0.0,5.2,6.2,1.20,,waltean01
674,Phil Bickford,28,NYY,AL,-0.3,0,0,,8.64,8,0,4,0,0,0,8.1,10,9,8,1,1,0,6,1,0,0,39,49,4.01,1.320,10.8,1.1,1.1,6.5,6.00,,bickfph01
675,Ben Casparius,25,LAD,NL,0.2,2,0,1.000,2.16,3,0,0,0,0,0,8.1,9,3,2,0,4,0,12,0,0,0,37,192,1.73,1.560,9.7,0.0,4.3,13.0,3.00,,caspabe01
676,Tyler Gilbert*,30,PHI,NL,0.1,0,0,,3.24,6,0,2,0,0,0,8.1,10,3,3,1,2,0,4,1,0,1,38,136,4.85,1.440,10.8,1.1,2.2,4.3,2.00,,gilbety01
677,Josiah Gray,26,WSN,NL,-0.5,0,2,.000,14.04,2,2,0,0,0,0,8.1,15,13,13,2,5,0,9,0,0,0,44,30,5.93,2.400,16.2,2.2,5.4,9.7,1.80,,grayjo03
678,Jackson Rutledge,25,WSN,NL,0.2,0,0,,3.24,3,1,1,0,0,0,8.1,8,3,3,1,2,0,9,1,0,0,34,130,3.65,1.200,8.6,1.1,2.2,9.7,4.50,,rutleja01
679,Trey Wingenter,30,2TM,2LG,-0.2,0,0,,9.72,7,0,5,0,0,0,8.1,13,9,9,2,4,0,6,0,0,1,42,45,6.29,2.040,14.0,2.2,4.3,6.5,1.50,,wingetr01
679,Trey Wingenter,30,BOS,AL,-0.2,0,0,,27.00,2,0,1,0,0,0,2.1,5,7,7,1,2,0,3,0,0,1,14,18,8.74,3.000,19.3,3.9,7.7,11.6,1.50,,wingetr01
679,Trey Wingenter,30,CHC,NL,0.1,0,0,,3.00,5,0,4,0,0,0,6.0,8,2,2,1,2,0,3,0,0,0,28,141,5.33,1.667,12.0,1.5,3.0,4.5,1.50,,wingetr01
680,Connor Gillispie,26,CLE,AL,0.2,0,0,,2.25,3,0,2,0,0,0,8.0,4,2,2,0,5,0,8,0,0,1,32,189,3.04,1.125,4.5,0.0,5.6,9.0,1.60,,gillico01
681,Nick Hernandez,29,HOU,AL,-0.1,0,0,,7.88,5,0,2,0,0,0,8.0,10,7,7,4,1,0,10,0,0,0,34,53,7.54,1.375,11.3,4.5,1.1,11.3,10.00,,hernani01
682,Janson Junk,28,2TM,2LG,-0.1,0,0,,14.63,6,0,2,0,0,0,8.0,22,13,13,3,4,0,8,0,0,1,48,30,5.17,3.250,24.8,3.4,4.5,9.0,2.00,,junkja01
682,Janson Junk,28,MIL,NL,-0.1,0,0,,6.75,5,0,2,0,0,0,8.0,16,6,6,2,2,0,8,0,0,0,40,63,5.17,2.250,18.0,2.3,2.3,9.0,4.00,,junkja01
682,Janson Junk,28,OAK,AL,0.0,0,0,,,1,0,0,0,0,0,0.0,6,7,7,1,2,0,0,0,0,1,8,2,,,,,,,0.00,,junkja01
683,Riley O'Brien,29,STL,NL,-0.4,0,0,,11.25,8,0,4,0,0,0,8.0,13,10,10,2,8,0,11,1,0,1,46,38,7.04,2.625,14.6,2.3,9.0,12.4,1.38,,obrieri01
684,Chase Silseth,24,LAA,AL,-0.2,0,1,.000,6.75,2,2,0,0,0,0,8.0,8,7,6,3,4,0,12,0,0,0,38,65,6.54,1.500,9.0,3.4,4.5,13.5,3.00,,silsech01
685,Gordon Graceffo,24,STL,NL,0.0,0,1,.000,4.70,2,1,1,0,0,0,7.2,7,4,4,1,2,0,6,0,0,0,31,92,4.08,1.174,8.2,1.2,2.3,7.0,3.00,,gracego01
686,Allan Winans,28,ATL,NL,-0.6,0,2,.000,15.26,2,2,0,0,0,0,7.2,14,14,13,3,4,0,4,0,0,0,41,29,8.77,2.348,16.4,3.5,4.7,4.7,1.00,,winanal01
687,Rob Zastryzny*,32,MIL,NL,0.3,1,0,1.000,1.17,9,3,2,0,0,0,7.2,4,1,1,0,1,0,5,1,0,0,29,363,2.64,0.652,4.7,0.0,1.2,5.9,5.00,,zastrro01
688,Tyler Jay*,30,2TM,NL,0.0,0,0,,4.70,5,0,4,0,0,0,7.2,9,5,4,0,6,0,6,0,0,1,36,92,3.95,1.957,10.6,0.0,7.0,7.0,1.00,,jayty01
688,Tyler Jay*,30,NYM,NL,-0.1,0,0,,7.71,3,0,2,0,0,0,4.2,7,5,4,0,3,0,3,0,0,1,24,54,3.81,2.143,13.5,0.0,5.8,5.8,1.00,,jayty01
688,Tyler Jay*,30,MIL,NL,0.1,0,0,,0.00,2,0,2,0,0,0,3.0,2,0,0,0,3,0,3,0,0,0,12,,4.17,1.667,6.0,0.0,9.0,9.0,1.00,,jayty01
689,Brusdar Graterol,25,LAD,NL,0.1,0,0,,2.45,7,0,2,0,0,0,7.1,3,2,2,0,2,0,7,0,0,0,27,170,2.08,0.682,3.7,0.0,2.5,8.6,3.50,,gratebr01
690,Gregory Santos,24,SEA,AL,-0.1,0,1,.000,4.91,8,0,1,0,0,0,7.1,7,4,4,0,1,0,6,1,1,0,31,79,2.35,1.091,8.6,0.0,1.2,7.4,6.00,,santogr01
691,Will Klein,24,2TM,AL,-0.3,1,0,1.000,11.05,8,0,2,0,0,0,7.1,12,9,9,0,6,0,7,0,0,1,38,41,3.71,2.455,14.7,0.0,7.4,8.6,1.17,,kleinwi01
691,Will Klein,24,KCR,AL,-0.1,1,0,1.000,6.35,5,0,2,0,0,0,5.2,10,4,4,0,2,0,6,0,0,0,27,69,2.11,2.118,15.9,0.0,3.2,9.5,3.00,,kleinwi01
691,Will Klein,24,OAK,AL,-0.3,0,0,,27.00,3,0,0,0,0,0,1.2,2,5,5,0,4,0,1,0,0,1,11,18,9.17,3.600,10.8,0.0,21.6,5.4,0.25,,kleinwi01
692,Nabil Crismatt,29,LAD,NL,0.1,1,1,.500,2.57,5,0,4,0,0,0,7.0,7,3,2,1,0,0,6,0,0,0,26,163,3.31,1.000,9.0,1.3,0.0,7.7,,,crismna01
693,Austin Davis*,31,SDP,NL,-0.2,0,0,,9.00,7,0,0,0,0,0,7.0,6,8,7,0,5,0,6,2,0,0,33,48,4.45,1.571,7.7,0.0,6.4,7.7,1.20,,davisau01
694,Austin Kitchen*,27,MIA,NL,-0.5,0,1,.000,14.14,4,1,1,0,0,0,7.0,16,12,11,1,3,0,4,0,1,0,42,32,5.17,2.714,20.6,1.3,3.9,5.1,1.33,,kitchau01
695,Josh Maciejewski*,28,NYY,AL,0.1,0,0,,2.57,4,0,4,0,0,0,7.0,4,2,2,1,2,0,7,0,0,0,27,165,3.88,0.857,5.1,1.3,2.6,9.0,3.50,,maciejo01
696,Wade Miley*,37,MIL,NL,-0.1,0,1,.000,6.43,2,2,0,0,0,0,7.0,6,5,5,1,4,0,2,1,1,0,30,66,6.59,1.429,7.7,1.3,5.1,2.6,0.50,,mileywa01
697,Brooks Raley*,36,NYM,NL,0.5,1,0,1.000,0.00,8,0,1,0,0,0,7.0,2,0,0,0,3,0,9,0,0,0,25,,1.88,0.714,2.6,0.0,3.9,11.6,3.00,,raleybr01
698,Hurston Waldrep,22,ATL,NL,-0.6,0,1,.000,16.71,2,2,0,0,0,0,7.0,9,13,13,3,8,0,3,1,0,0,36,26,11.74,2.429,11.6,3.9,10.3,3.9,0.38,,waldrhu01
699,Colin Selby,26,2TM,AL,0.2,0,0,,2.57,5,0,2,0,0,0,7.0,3,3,2,0,4,0,5,1,0,1,28,170,3.88,1.000,3.9,0.0,5.1,6.4,1.25,,selbyco01
699,Colin Selby,26,KCR,AL,-0.1,0,0,,6.00,2,0,1,0,0,0,3.0,2,3,2,0,2,0,0,0,0,1,13,77,5.17,1.333,6.0,0.0,6.0,0.0,0.00,,selbyco01
699,Colin Selby,26,BAL,AL,0.3,0,0,,0.00,3,0,1,0,0,0,4.0,1,0,0,0,2,0,5,1,0,0,15,,2.92,0.750,2.3,0.0,4.5,11.3,2.50,,selbyco01
700,Jonathan Bermúdez*,28,MIA,NL,-0.1,0,1,.000,8.10,3,1,1,0,0,0,6.2,11,6,6,2,2,0,4,2,0,0,33,56,7.67,1.950,14.9,2.7,2.7,5.4,2.00,,bermujo01
701,Isaiah Campbell,26,BOS,AL,-1.3,0,1,.000,16.20,8,0,1,0,0,0,6.2,14,13,12,3,2,0,6,0,0,1,37,27,8.12,2.400,18.9,4.1,2.7,8.1,3.00,,campbis01
702,Brandon Eisert*,26,TOR,AL,0.0,0,0,,4.05,3,0,2,0,0,0,6.2,5,3,3,0,4,0,2,0,0,0,26,107,4.37,1.350,6.8,0.0,5.4,2.7,0.50,,eiserbr01
703,Matt Foster,29,CHW,AL,0.3,0,1,.000,2.70,6,1,1,0,0,0,6.2,5,2,2,1,5,0,4,0,0,0,30,160,6.17,1.500,6.8,1.4,6.8,5.4,0.80,,fostema01
704,Grant Hartwig,26,NYM,NL,-0.1,0,0,,6.75,4,0,2,0,0,0,6.2,6,6,5,1,4,0,4,2,0,0,31,60,6.62,1.500,8.1,1.4,5.4,5.4,1.00,,hartwgr01
705,Kyle Hurt,26,LAD,NL,0.1,0,1,.000,1.35,3,1,0,0,0,0,6.2,8,2,1,0,1,0,3,0,0,0,27,311,2.72,1.350,10.8,0.0,1.4,4.1,3.00,,hurtky01
706,Brandon Leibrandt*,31,CIN,NL,-0.2,0,0,,9.95,2,0,1,0,0,0,6.1,11,7,7,3,2,0,5,0,0,0,32,47,8.69,2.053,15.6,4.3,2.8,7.1,2.50,,leibrbr01
707,Matt Andriese,34,MIA,NL,-0.1,0,1,.000,6.00,4,0,4,0,0,0,6.0,7,5,4,2,1,1,7,0,0,0,26,76,5.67,1.333,10.5,3.0,1.5,10.5,7.00,,andrima01
708,JB Bukauskas,27,MIL,NL,0.2,0,0,,1.50,6,0,2,0,0,0,6.0,3,1,1,1,1,0,6,0,0,0,22,287,3.83,0.667,4.5,1.5,1.5,9.0,6.00,,bukaujb01
709,Luis Contreras,28,HOU,AL,-0.1,0,0,,9.00,5,0,3,0,0,0,6.0,7,6,6,0,2,0,6,0,0,0,26,47,2.17,1.500,10.5,0.0,3.0,9.0,3.00,,contrlu01
710,Jairo Iriarte,22,CHW,AL,0.1,0,1,.000,1.50,6,0,2,0,0,0,6.0,3,3,1,0,8,0,6,0,0,0,30,290,5.17,1.833,4.5,0.0,12.0,9.0,0.75,,iriarja01
711,Jack Neely,24,CHC,NL,-0.2,0,0,,9.00,6,0,6,0,0,0,6.0,8,6,6,2,2,0,7,0,0,1,28,47,6.17,1.667,12.0,3.0,3.0,10.5,3.50,,neelyja01
712,Justin Bruihl*,27,PIT,NL,-0.3,0,0,,9.53,7,0,0,0,0,0,5.2,9,6,6,1,1,1,5,1,0,1,27,47,4.75,1.765,14.3,1.6,1.6,7.9,5.00,,bruihju01
713,Zach Brzykcy,24,WSN,NL,-0.3,0,0,,14.29,6,0,1,0,0,0,5.2,9,9,9,2,3,0,4,0,0,0,28,30,7.93,2.118,14.3,3.2,4.8,6.4,1.33,,brzykza01
714,Steven Cruz,25,KCR,AL,0.2,0,0,,0.00,5,0,3,0,0,0,5.2,1,0,0,0,0,0,4,0,0,1,18,,1.75,0.176,1.6,0.0,0.0,6.4,,,cruzst01
715,Daniel Robert,29,TEX,AL,0.1,1,0,1.000,3.18,4,0,0,0,0,0,5.2,6,2,2,1,2,0,6,2,0,0,26,129,5.46,1.412,9.5,1.6,3.2,9.5,3.00,,roberda11
716,Amir Garrett*,32,LAA,AL,0.0,0,0,,5.06,6,0,1,0,0,0,5.1,4,3,3,1,5,0,11,0,0,0,24,88,4.29,1.688,6.8,1.7,8.4,18.6,2.20,,garream01
717,Jonathan Heasley,27,BAL,AL,-0.6,0,1,.000,16.88,4,0,2,0,0,0,5.1,10,11,10,2,3,0,4,1,0,1,29,24,8.79,2.438,16.9,3.4,5.1,6.8,1.33,,heasljo01
718,Jose Hernandez*,26,PIT,NL,0.2,1,1,.500,3.38,7,0,2,0,0,1,5.1,5,2,2,1,4,1,4,0,1,1,25,132,6.35,1.688,8.4,1.7,6.8,6.8,1.00,,hernajo03
719,Casey Kelly,34,CIN,NL,0.0,0,0,,5.06,2,0,1,0,0,1,5.1,5,3,3,1,1,0,4,0,0,0,21,92,4.67,1.125,8.4,1.7,1.7,6.8,4.00,,kellyca01
720,Isaac Mattson,28,PIT,NL,0.0,0,0,,5.06,3,0,1,0,0,0,5.1,1,3,3,0,5,0,6,1,0,0,23,88,4.29,1.125,1.7,0.0,8.4,10.1,1.20,,mattsis01
721,Víctor Mederos,23,LAA,AL,-0.3,0,1,.000,11.81,4,0,1,0,0,0,5.1,7,7,7,1,6,0,5,0,0,0,27,38,7.10,2.438,11.8,1.7,10.1,8.4,0.83,,medervi01
722,Nick Nelson,28,PHI,NL,0.0,0,0,,5.06,4,0,4,0,0,0,5.1,8,3,3,0,2,0,8,1,0,0,26,89,1.85,1.875,13.5,0.0,3.4,13.5,4.00,,nelsoni01
723,Kodai Senga,31,NYM,NL,0.1,1,0,1.000,3.38,1,1,0,0,0,0,5.1,2,2,2,1,1,0,9,1,0,0,20,123,3.35,0.563,3.4,1.7,1.7,15.2,9.00,,sengako01
724,Jordan Lyles,33,KCR,AL,0.2,0,0,,0.00,5,0,3,0,0,0,5.0,2,0,0,0,2,0,3,0,0,0,19,,3.17,0.800,3.6,0.0,3.6,5.4,1.50,,lylesjo01
725,Tucker Davidson*,28,BAL,AL,0.4,1,0,1.000,0.00,1,0,0,0,0,0,4.2,4,0,0,0,2,0,1,0,0,0,19,,4.02,1.286,7.7,0.0,3.9,1.9,0.50,,davidtu01
726,Ty Adcock,27,NYM,NL,-0.4,0,0,,14.54,3,0,1,0,0,0,4.1,7,7,7,4,2,0,3,0,0,0,21,29,15.17,2.077,14.5,8.3,4.2,6.2,1.50,,adcocty01
727,Anthony Gose*,33,CLE,AL,-0.2,0,0,,10.38,3,0,3,0,0,0,4.1,9,5,5,2,1,0,4,0,0,1,22,43,8.01,2.308,18.7,4.2,2.1,8.3,4.00,,gosean01
728,Kiké Hernández,32,LAD,NL,0.0,0,0,,4.15,4,0,4,0,0,0,4.1,5,2,2,0,0,0,0,0,0,0,18,104,3.17,1.154,10.4,0.0,0.0,0.0,,,hernaen02
729,Dinelson Lamet,31,LAD,NL,0.0,0,0,,2.08,3,0,2,0,0,1,4.1,2,2,1,1,2,1,3,0,0,1,18,208,6.17,0.923,4.2,2.1,4.2,6.2,1.50,,lametdi01
730,Austin Pruitt,34,TEX,AL,-0.3,0,0,,12.46,4,0,3,0,0,0,4.1,8,6,6,3,3,1,1,0,0,0,24,33,13.78,2.538,16.6,6.2,6.2,2.1,0.33,,pruitau01
731,AJ Smith-Shawver,21,ATL,NL,0.3,0,0,,0.00,1,1,0,0,0,0,4.1,3,0,0,0,2,0,4,0,0,0,18,,2.70,1.154,6.2,0.0,4.2,8.3,2.00,,smithaj01
732,Eli Villalobos,27,MIA,NL,0.1,0,0,,2.08,3,0,1,0,0,0,4.1,3,1,1,1,2,0,3,0,0,0,18,224,6.17,1.154,6.2,2.1,4.2,6.2,1.50,,villael02
733,Jake Bauers*,28,MIL,NL,0.0,0,0,,4.50,4,0,4,0,0,0,4.0,5,2,2,0,4,0,1,0,0,0,20,99,5.67,2.250,11.3,0.0,9.0,2.3,0.25,,bauerja01
734,Caleb Boushley,30,MIN,AL,0.0,0,0,,4.50,2,0,1,0,0,0,4.0,6,2,2,0,2,0,1,0,0,0,20,101,4.17,2.000,13.5,0.0,4.5,2.3,0.50,,boushca01
735,Alan Busenitz,33,CIN,NL,-0.3,0,0,,13.50,3,0,2,0,0,0,4.0,9,7,6,1,0,0,3,0,0,0,21,35,4.92,2.250,20.3,2.3,0.0,6.8,,,busenal01
736,Daniel Duarte,27,MIN,AL,0.1,1,0,1.000,2.25,2,0,0,0,0,0,4.0,2,1,1,1,1,0,3,0,0,0,15,203,5.67,0.750,4.5,2.3,2.3,6.8,3.00,,duartda01
737,Kyle Farmer,33,MIN,AL,0.0,0,0,,6.75,3,0,3,0,0,0,4.0,7,3,3,0,1,0,0,0,0,0,19,68,3.92,2.000,15.8,0.0,2.3,0.0,0.00,,farmeky01
738,Vladimir Gutierrez,28,MIA,NL,-0.1,0,0,,6.75,1,0,0,0,0,0,4.0,3,3,3,1,2,0,4,0,0,0,17,69,5.92,1.250,6.8,2.3,4.5,9.0,2.00,,gutievl01
739,Jackson Jobe,21,DET,AL,0.1,0,0,,0.00,2,0,1,0,0,0,4.0,1,0,0,0,1,0,2,0,0,0,16,,2.92,0.500,2.3,0.0,2.3,4.5,2.00,,jobeja01
740,Jonathan Loáisiga,29,NYY,AL,0.3,1,0,1.000,0.00,3,0,0,0,0,0,4.0,7,0,0,0,1,0,3,0,0,0,20,,2.42,2.000,15.8,0.0,2.3,6.8,3.00,,loaisjo01
741,Germán Márquez,29,COL,NL,-0.1,0,0,,6.75,1,1,0,0,0,0,4.0,5,3,3,1,4,0,3,0,0,0,20,75,7.92,2.250,11.3,2.3,9.0,6.8,0.75,,marquge01
742,Chayce McDermott,25,BAL,AL,-0.1,0,0,,6.75,1,1,0,0,0,0,4.0,5,3,3,1,2,0,3,0,0,0,18,62,6.42,1.750,11.3,2.3,4.5,6.8,1.50,,mcderch01
743,Zach Penrod*,27,BOS,AL,0.1,0,0,,2.25,7,0,0,0,0,0,4.0,3,2,1,0,4,0,3,1,0,1,20,201,5.42,1.750,6.8,0.0,9.0,6.8,0.75,,penroza01
744,Gerardo Reyes,31,OAK,AL,-0.1,0,0,,4.50,3,0,2,0,0,0,4.0,4,3,2,0,3,0,2,0,0,1,18,96,4.42,1.750,9.0,0.0,6.8,4.5,0.67,,reyesge01
745,Emmanuel Rivera,28,MIA,NL,-0.1,0,0,,9.00,4,0,4,0,0,0,4.0,7,4,4,1,0,0,0,1,0,0,20,52,7.17,1.750,15.8,2.3,0.0,0.0,,,riverem01
746,Bryan Shaw,36,CHW,AL,-0.2,0,1,.000,9.00,5,0,3,0,0,0,4.0,8,5,4,1,4,1,4,0,0,1,24,50,7.42,3.000,18.0,2.3,9.0,9.0,1.00,,shawbr01
747,Justin Sterner,27,TBR,AL,0.0,0,0,,2.25,2,0,1,0,0,0,4.0,5,2,1,0,1,1,4,0,0,0,19,194,1.92,1.500,11.3,0.0,2.3,9.0,4.00,,sternju01
748,Garrett Stubbs,31,PHI,NL,-0.2,0,0,,15.75,4,0,4,0,0,0,4.0,6,7,7,2,2,0,0,0,0,0,19,29,11.17,2.000,13.5,4.5,4.5,0.0,0.00,,stubbga01
749,Naoyuki Uwasawa,30,BOS,AL,0.1,0,0,,2.25,2,0,2,0,0,0,4.0,2,1,1,0,2,0,3,0,0,0,16,201,3.17,1.000,4.5,0.0,4.5,6.8,1.50,,uwasana01
750,Luke Williams,27,ATL,NL,0.0,0,0,,4.50,3,0,3,0,0,0,4.0,5,2,2,0,1,0,0,1,0,0,19,101,4.67,1.500,11.3,0.0,2.3,0.0,0.00,,willilu01
751,Ricky Vanasco,25,2TM,2LG,0.0,1,0,1.000,6.75,4,0,1,0,0,0,4.0,3,3,3,0,0,0,1,0,0,0,15,71,2.67,0.750,6.8,0.0,0.0,2.3,,,vanasri01
751,Ricky Vanasco,25,LAD,NL,-0.1,0,0,,13.50,2,0,1,0,0,0,2.0,3,3,3,0,0,0,1,0,0,0,9,35,2.17,1.500,13.5,0.0,0.0,4.5,,,vanasri01
751,Ricky Vanasco,25,DET,AL,0.1,1,0,1.000,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,6,,3.17,0.000,0.0,0.0,0.0,0.0,,,vanasri01
752,Dan Altavilla,31,KCR,AL,-0.3,0,1,.000,14.73,5,1,0,0,0,0,3.2,5,6,6,1,3,0,5,1,0,0,21,31,7.26,2.182,12.3,2.5,7.4,12.3,1.67,,altavda01
753,Clayton Beeter,25,NYY,AL,0.0,0,0,,4.91,3,0,1,0,0,0,3.2,4,2,2,0,1,0,5,0,0,0,15,90,1.26,1.364,9.8,0.0,2.5,12.3,5.00,,beetecl01
754,Rich Hill*,44,BOS,AL,0.0,0,1,.000,4.91,4,0,1,0,0,0,3.2,1,2,2,1,3,0,5,1,0,0,15,93,7.26,1.091,2.5,2.5,7.4,12.3,1.67,,hillri01
755,Luke Maile,33,CIN,NL,-0.2,0,0,,14.73,3,0,3,0,0,0,3.2,6,6,6,1,0,0,0,0,0,0,18,33,6.71,1.636,14.7,2.5,0.0,0.0,,,mailelu01
756,David Buchanan,35,CIN,NL,0.1,0,0,,2.70,1,0,0,0,0,0,3.1,2,1,1,0,2,0,1,0,0,0,14,180,4.37,1.200,5.4,0.0,5.4,2.7,0.50,,buchada01
757,Mike Burrows,24,PIT,NL,0.0,1,0,1.000,2.70,1,0,0,0,0,0,3.1,2,2,1,1,3,0,2,0,0,0,14,172,8.57,1.500,5.4,2.7,8.1,5.4,0.67,,burromi01
758,Scott Effross,30,NYY,AL,0.0,0,0,,5.40,3,0,1,0,0,0,3.1,3,2,2,1,2,0,2,0,0,0,14,83,7.67,1.500,8.1,2.7,5.4,5.4,1.00,,effrosc01
759,Edgardo Henriquez,22,LAD,NL,0.1,0,0,,2.70,3,0,1,0,0,1,3.1,2,1,1,0,2,0,5,0,0,1,14,164,1.97,1.200,5.4,0.0,5.4,13.5,2.50,,henried01
760,Riley Pint,26,COL,NL,-0.4,0,0,,21.60,4,0,1,0,0,0,3.1,5,8,8,2,5,0,7,2,0,4,22,24,13.07,3.000,13.5,5.4,13.5,18.9,1.40,,pintri01
761,Orlando Ribalta,26,WSN,NL,-0.1,0,0,,13.50,4,0,3,0,0,0,3.1,10,5,5,0,2,0,3,1,0,0,23,33,4.07,3.600,27.0,0.0,5.4,8.1,1.50,,ribalor01
762,Jackson Stephens,30,ATL,NL,0.1,0,0,,2.70,3,0,3,0,0,0,3.1,5,1,1,1,1,0,2,1,0,0,17,172,7.67,1.800,13.5,2.7,2.7,5.4,2.00,,stephja01
763,Forrest Whitley,26,HOU,AL,0.0,0,0,,0.00,3,0,2,0,0,0,3.1,5,2,0,0,3,0,5,1,0,0,20,,3.77,2.400,13.5,0.0,8.1,13.5,1.67,,whitlfo01
764,Tyler Zuber,29,TBR,AL,0.1,0,0,,2.70,2,0,0,0,0,0,3.1,3,1,1,1,2,0,4,0,0,0,15,164,6.47,1.500,8.1,2.7,5.4,10.8,2.00,,zuberty01
765,Tyler Fitzgerald,26,SFG,NL,-0.1,0,0,,9.00,3,0,3,0,0,0,3.0,6,3,3,0,0,0,0,0,0,0,14,48,3.17,2.000,18.0,0.0,0.0,0.0,,,fitzgty01
766,Brent Headrick*,26,MIN,AL,0.1,0,0,,3.00,1,0,0,0,0,0,3.0,2,1,1,1,2,0,5,0,0,0,13,156,6.17,1.333,6.0,3.0,6.0,15.0,2.50,,headrbr01
767,Andrew Knizner,29,TEX,AL,0.1,0,0,,0.00,2,0,2,0,0,0,3.0,1,0,0,0,2,0,0,0,0,0,11,,5.17,1.000,3.0,0.0,6.0,0.0,0.00,,kniznan01
768,Trevor McDonald,23,SFG,NL,0.1,0,0,,0.00,1,0,1,0,0,0,3.0,0,0,0,0,1,0,1,0,0,0,10,,3.50,0.333,0.0,0.0,3.0,3.0,1.00,,mcdontr01
769,Cristian Mena,21,ARI,NL,-0.2,0,0,,12.00,1,1,0,0,0,0,3.0,4,4,4,2,3,0,2,0,1,0,15,39,13.50,2.333,12.0,6.0,9.0,6.0,0.67,,menacr01
770,Dominic Smith*,29,BOS,AL,0.1,0,0,,0.00,3,0,3,0,0,0,3.0,2,0,0,0,1,0,0,0,0,0,11,,4.17,1.000,6.0,0.0,3.0,0.0,0.00,,smithdo02
771,Owen White,24,TEX,AL,-0.3,0,0,,24.00,3,0,2,0,0,0,3.0,9,8,8,1,1,0,0,0,0,0,18,18,8.50,3.333,27.0,3.0,3.0,0.0,0.00,,whiteow01
772,Connor Brogdon,29,2TM,NL,-0.8,0,1,.000,24.00,4,0,2,0,0,0,3.0,5,9,8,4,6,0,3,0,0,1,19,21,24.50,3.667,15.0,12.0,18.0,9.0,0.50,,brogdco01
772,Connor Brogdon,29,PHI,NL,-0.7,0,1,.000,27.00,3,0,1,0,0,0,2.0,3,7,6,2,6,0,3,0,0,1,14,18,22.17,4.500,13.5,9.0,27.0,13.5,0.50,,brogdco01
772,Connor Brogdon,29,LAD,NL,-0.1,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,2,0,0,0,0,0,0,5,31,29.17,2.000,18.0,18.0,0.0,0.0,,,brogdco01
773,Luis Guillorme,29,2TM,2LG,-0.1,0,0,,12.00,3,0,3,0,0,0,3.0,4,4,4,1,2,0,0,0,0,0,15,43,9.50,2.000,12.0,3.0,6.0,0.0,0.00,,guilllu01
